"division_numeric_code","is_in_union","age_range","year","population_count","region_code"
520,"Y","15-49",2013,1620.0977,
520,"N","15-49",2014,1062.2644,
520,"Y","15-49",2014,1627.2356,
520,"N","15-49",2015,1094.8963,
520,"Y","15-49",2015,1637.1037,
520,"N","15-49",2016,1129.5614,
520,"Y","15-49",2016,1650.9386,
520,"N","15-49",2017,1164.2336,
520,"Y","15-49",2017,1667.2664,
520,"N","15-49",2018,1201.0088,
520,"Y","15-49",2018,1686.4912,
520,"N","15-49",2019,1225.6497,
520,"Y","15-49",2019,1697.3503,
520,"N","15-49",2020,1229.2518,
520,"Y","15-49",2020,1695.2482,
520,"N","15-49",2021,1235.059,
520,"Y","15-49",2021,1687.941,
520,"N","15-49",2022,1252.8533,
520,"Y","15-49",2022,1671.1467,
520,"N","15-49",2023,1275.2367,
520,"Y","15-49",2023,1645.2633,
520,"N","15-49",2024,1313.834,
520,"Y","15-49",2024,1627.166,
520,"N","15-49",2025,1364.2084,
520,"Y","15-49",2025,1617.7916,
520,"N","15-49",2026,1415.5497,
520,"Y","15-49",2026,1609.9503,
520,"N","15-49",2027,1468.9783,
520,"Y","15-49",2027,1607.0217,
520,"N","15-49",2028,1519.0391,
520,"Y","15-49",2028,1608.4609,
520,"N","15-49",2029,1563.6837,
520,"Y","15-49",2029,1613.3163,
520,"N","15-49",2030,1605.2249,
520,"Y","15-49",2030,1621.2751,
520,"N","15-49",2031,1639.5502,
520,"Y","15-49",2031,1630.4498,
520,"N","15-49",2032,1664.9343,
520,"Y","15-49",2032,1636.0657,
520,"N","15-49",2033,1684.5103,
520,"Y","15-49",2033,1639.9897,
520,"N","15-49",2034,1704.7538,
520,"Y","15-49",2034,1646.2462,
520,"N","15-49",2035,1730.9445,
520,"Y","15-49",2035,1654.0555,
520,"N","15-49",2036,1755.5848,
520,"Y","15-49",2036,1662.4152,
520,"N","15-49",2037,1774.8963,
520,"Y","15-49",2037,1671.1037,
520,"N","15-49",2038,1791.2277,
520,"Y","15-49",2038,1680.7723,
520,"N","15-49",2039,1804.0127,
520,"Y","15-49",2039,1697.4873,
520,"N","15-49",2040,1813.2184,
520,"Y","15-49",2040,1719.7816,
520,"N","15-49",2041,1821.4832,
520,"Y","15-49",2041,1743.5168,
520,"N","15-49",2042,1830.4203,
520,"Y","15-49",2042,1768.0797,
520,"N","15-49",2043,1842.7897,
520,"Y","15-49",2043,1793.7103,
520,"N","15-49",2044,1857.0061,
520,"Y","15-49",2044,1821.9939,
520,"N","15-49",2045,1871.1357,
520,"Y","15-49",2045,1853.3643,
520,"N","15-49",2046,1889.0764,
520,"Y","15-49",2046,1887.9236,
520,"N","15-49",2047,1909.4249,
520,"Y","15-49",2047,1922.0751,
520,"N","15-49",2048,1929.232,
520,"Y","15-49",2048,1955.268,
520,"N","15-49",2049,1951.565,
520,"Y","15-49",2049,1991.935,
520,"N","15-49",2050,1973.7982,
520,"Y","15-49",2050,2030.2018,
524,"N","15-49",1970,454544.381999999,
524,"Y","15-49",1970,2475433.618,
524,"N","15-49",1971,462642.8614,
524,"Y","15-49",1971,2523558.1386,
524,"N","15-49",1972,476195.885200001,
524,"Y","15-49",1972,2566541.6148,
524,"N","15-49",1973,490059.6868,
524,"Y","15-49",1973,2611708.8132,
524,"N","15-49",1974,504172.173500001,
524,"Y","15-49",1974,2657389.8265,
524,"N","15-49",1975,519080.971200001,
524,"Y","15-49",1975,2703629.5288,
524,"N","15-49",1976,535088.637099999,
524,"Y","15-49",1976,2750370.3629,
524,"N","15-49",1977,552450.446500001,
524,"Y","15-49",1977,2800023.5535,
524,"N","15-49",1978,571144.6596,
524,"Y","15-49",1978,2853557.8404,
524,"N","15-49",1979,590858.526899999,
524,"Y","15-49",1979,2908884.9731,
524,"N","15-49",1980,611638.868699998,
524,"Y","15-49",1980,2966925.1313,
524,"N","15-49",1981,633118.643400002,
524,"Y","15-49",1981,3026481.8566,
524,"N","15-49",1982,655409.5919,
524,"Y","15-49",1982,3086979.4081,
524,"N","15-49",1983,679086.774600001,
524,"Y","15-49",1983,3150365.7254,
524,"N","15-49",1984,703372.018099998,
524,"Y","15-49",1984,3214007.4819,
524,"N","15-49",1985,727892.750700001,
524,"Y","15-49",1985,3276107.7493,
524,"N","15-49",1986,753090.753800002,
524,"Y","15-49",1986,3337573.7462,
524,"N","15-49",1987,778413.699200001,
524,"Y","15-49",1987,3396770.8008,
524,"N","15-49",1988,803710.524499999,
524,"Y","15-49",1988,3456375.9755,
524,"N","15-49",1989,830852.2967,
524,"Y","15-49",1989,3523350.2033,
524,"N","15-49",1990,860760.1393,
524,"Y","15-49",1990,3600256.8607,
524,"N","15-49",1991,892853.966699998,
524,"Y","15-49",1991,3686504.5333,
524,"N","15-49",1992,928919.679099998,
524,"Y","15-49",1992,3790624.3209,
524,"N","15-49",1993,965410.758099998,
524,"Y","15-49",1993,3891046.2419,
524,"N","15-49",1994,1000011.2958,
524,"Y","15-49",1994,3978344.7042,
524,"N","15-49",1995,1034388.6236,
524,"Y","15-49",1995,4064332.8764,
524,"N","15-49",1996,1068746.39,
524,"Y","15-49",1996,4146250.61,
524,"N","15-49",1997,1104755.7723,
524,"Y","15-49",1997,4229015.2277,
524,"N","15-49",1998,1142517.9453,
524,"Y","15-49",1998,4311629.5547,
524,"N","15-49",1999,1181957.7532,
524,"Y","15-49",1999,4395312.7468,
524,"N","15-49",2000,1222753.5858,
524,"Y","15-49",2000,4479137.4142,
524,"N","15-49",2001,1264662.885,
524,"Y","15-49",2001,4563731.615,
524,"N","15-49",2002,1313729.4666,
524,"Y","15-49",2002,4646538.5334,
524,"N","15-49",2003,1363297.2502,
524,"Y","15-49",2003,4733153.2498,
524,"N","15-49",2004,1413340.9984,
524,"Y","15-49",2004,4819634.0016,
524,"N","15-49",2005,1464519.2269,
524,"Y","15-49",2005,4905710.7731,
524,"N","15-49",2006,1517324.6759,
524,"Y","15-49",2006,4991155.3241,
524,"N","15-49",2007,1571849.4121,
524,"Y","15-49",2007,5076146.5879,
524,"N","15-49",2008,1629777.7167,
524,"Y","15-49",2008,5163772.2833,
524,"N","15-49",2009,1690547.6109,
524,"Y","15-49",2009,5254311.3891,
524,"N","15-49",2010,1752231.10099999,
524,"Y","15-49",2010,5346431.399,
524,"N","15-49",2011,1809475.7272,
524,"Y","15-49",2011,5423776.7728,
524,"N","15-49",2012,1856948.9311,
524,"Y","15-49",2012,5482078.5689,
524,"N","15-49",2013,1895806.5408,
524,"Y","15-49",2013,5537800.9592,
524,"N","15-49",2014,1930809.9149,
524,"Y","15-49",2014,5602395.0851,
524,"N","15-49",2015,1965579.8828,
524,"Y","15-49",2015,5685359.6172,
524,"N","15-49",2016,1994414.7173,
524,"Y","15-49",2016,5763246.2827,
524,"N","15-49",2017,2014921.287,
524,"Y","15-49",2017,5818993.713,
524,"N","15-49",2018,2032889.5519,
524,"Y","15-49",2018,5875692.9481,
524,"N","15-49",2019,2053976.1196,
524,"Y","15-49",2019,5999127.8804,
524,"N","15-49",2020,2078305.0665,
524,"Y","15-49",2020,6175858.9335,
524,"N","15-49",2021,2108559.4954,
524,"Y","15-49",2021,6332945.0046,
524,"N","15-49",2022,2124751.55199999,
524,"Y","15-49",2022,6416530.948,
524,"N","15-49",2023,2118065.50049999,
524,"Y","15-49",2023,6433942.9995,
524,"N","15-49",2024,2113133.1492,
524,"Y","15-49",2024,6450481.3508,
524,"N","15-49",2025,2113521.8776,
524,"Y","15-49",2025,6473128.1224,
524,"N","15-49",2026,2116459.712,
524,"Y","15-49",2026,6499084.288,
524,"N","15-49",2027,2125241.2989,
524,"Y","15-49",2027,6535886.7011,
524,"N","15-49",2028,2142419.6194,
524,"Y","15-49",2028,6590161.8806,
524,"N","15-49",2029,2164538.38939999,
524,"Y","15-49",2029,6649701.1106,
524,"N","15-49",2030,2187529.03509999,
524,"Y","15-49",2030,6701678.4649,
524,"N","15-49",2031,2210867.7756,
524,"Y","15-49",2031,6744586.2244,
524,"N","15-49",2032,2233387.8326,
524,"Y","15-49",2032,6778571.6674,
524,"N","15-49",2033,2254858.6468,
524,"Y","15-49",2033,6804939.3532,
524,"N","15-49",2034,2277345.872,
524,"Y","15-49",2034,6823319.628,
524,"N","15-49",2035,2303735.9825,
524,"Y","15-49",2035,6834904.0175,
524,"N","15-49",2036,2335658.40649999,
524,"Y","15-49",2036,6839762.5935,
524,"N","15-49",2037,2371562.26599999,
524,"Y","15-49",2037,6837991.734,
524,"N","15-49",2038,2409252.3195,
524,"Y","15-49",2038,6829108.1805,
524,"N","15-49",2039,2446856.1605,
524,"Y","15-49",2039,6811834.3395,
524,"N","15-49",2040,2483409.66079999,
524,"Y","15-49",2040,6787197.8392,
524,"N","15-49",2041,2520424.8935,
524,"Y","15-49",2041,6755613.1065,
524,"N","15-49",2042,2558855.83969999,
524,"Y","15-49",2042,6716387.1603,
524,"N","15-49",2043,2599218.0385,
524,"Y","15-49",2043,6666958.4615,
524,"N","15-49",2044,2641825.7231,
524,"Y","15-49",2044,6606348.2769,
524,"N","15-49",2045,2684999.1542,
524,"Y","15-49",2045,6536271.8458,
524,"N","15-49",2046,2728319.8057,
524,"Y","15-49",2046,6458900.6943,
524,"N","15-49",2047,2772804.85,
524,"Y","15-49",2047,6376308.65,
524,"N","15-49",2048,2819210.44440001,
524,"Y","15-49",2048,6287189.0556,
524,"N","15-49",2049,2868221.3873,
524,"Y","15-49",2049,6190297.6127,
524,"N","15-49",2050,2919401.84159999,
524,"Y","15-49",2050,6086162.6584,
528,"N","15-49",1970,977401.097799998,
528,"Y","15-49",1970,2115070.4022,
528,"N","15-49",1971,997160.763699999,
528,"Y","15-49",1971,2131756.2363,
528,"N","15-49",1972,1013716.4219,
528,"Y","15-49",1972,2155566.0781,
528,"N","15-49",1973,1032840.1201,
528,"Y","15-49",1973,2176387.8799,
528,"N","15-49",1974,1056697.4621,
528,"Y","15-49",1974,2195463.5379,
528,"N","15-49",1975,1084897.4167,
528,"Y","15-49",1975,2218231.0833,
528,"N","15-49",1976,1113473.8501,
528,"Y","15-49",1976,2241796.1499,
528,"N","15-49",1977,1140423.2154,
528,"Y","15-49",1977,2265159.7846,
528,"N","15-49",1978,1167986.703,
528,"Y","15-49",1978,2289324.797,
528,"N","15-49",1979,1197887.2189,
528,"Y","15-49",1979,2314980.2811,
528,"N","15-49",1980,1228624.0609,
528,"Y","15-49",1980,2342246.4391,
528,"N","15-49",1981,1255050.074,
528,"Y","15-49",1981,2367970.926,
528,"N","15-49",1982,1278175.8263,
528,"Y","15-49",1982,2391757.1737,
528,"N","15-49",1983,1303119.8096,
528,"Y","15-49",1983,2418416.6904,
528,"N","15-49",1984,1328766.9242,
528,"Y","15-49",1984,2448323.5758,
528,"N","15-49",1985,1352546.505,
528,"Y","15-49",1985,2477506.995,
528,"N","15-49",1986,1372951.3347,
528,"Y","15-49",1986,2506027.1653,
528,"N","15-49",1987,1389275.5372,
528,"Y","15-49",1987,2534552.9628,
528,"N","15-49",1988,1398150.7225,
528,"Y","15-49",1988,2561459.2775,
528,"N","15-49",1989,1397882.6609,
528,"Y","15-49",1989,2586114.3391,
528,"N","15-49",1990,1393696.5918,
528,"Y","15-49",1990,2610587.9082,
528,"N","15-49",1991,1390643.0677,
528,"Y","15-49",1991,2634941.9323,
528,"N","15-49",1992,1389797.1891,
528,"Y","15-49",1992,2656682.8109,
528,"N","15-49",1993,1390460.6725,
528,"Y","15-49",1993,2671659.8275,
528,"N","15-49",1994,1389197.0696,
528,"Y","15-49",1994,2677273.4304,
528,"N","15-49",1995,1388549.633,
528,"Y","15-49",1995,2678168.867,
528,"N","15-49",1996,1389974.5803,
528,"Y","15-49",1996,2665311.9197,
528,"N","15-49",1997,1391006.881,
528,"Y","15-49",1997,2639927.119,
528,"N","15-49",1998,1396119.8248,
528,"Y","15-49",1998,2619443.1752,
528,"N","15-49",1999,1405419.7082,
528,"Y","15-49",1999,2603301.7918,
528,"N","15-49",2000,1418031.5618,
528,"Y","15-49",2000,2589595.9382,
528,"N","15-49",2001,1435482.5532,
528,"Y","15-49",2001,2577258.9468,
528,"N","15-49",2002,1454426.8215,
528,"Y","15-49",2002,2560536.6785,
528,"N","15-49",2003,1471689.3533,
528,"Y","15-49",2003,2538016.1467,
528,"N","15-49",2004,1487238.8003,
528,"Y","15-49",2004,2512294.1997,
528,"N","15-49",2005,1501908.6716,
528,"Y","15-49",2005,2483339.3284,
528,"N","15-49",2006,1515598.8314,
528,"Y","15-49",2006,2451206.6686,
528,"N","15-49",2007,1530329.3295,
528,"Y","15-49",2007,2418564.1705,
528,"N","15-49",2008,1548489.7798,
528,"Y","15-49",2008,2388619.2202,
528,"N","15-49",2009,1567775.7813,
528,"Y","15-49",2009,2360307.2187,
528,"N","15-49",2010,1584672.5376,
528,"Y","15-49",2010,2332438.4624,
528,"N","15-49",2011,1597664.2648,
528,"Y","15-49",2011,2303381.2352,
528,"N","15-49",2012,1611054.5525,
528,"Y","15-49",2012,2268115.9475,
528,"N","15-49",2013,1624578.9795,
528,"Y","15-49",2013,2230842.5205,
528,"N","15-49",2014,1639349.8802,
528,"Y","15-49",2014,2195040.1198,
528,"N","15-49",2015,1657131.3567,
528,"Y","15-49",2015,2164139.1433,
528,"N","15-49",2016,1678949.4529,
528,"Y","15-49",2016,2140439.0471,
528,"N","15-49",2017,1702473.7832,
528,"Y","15-49",2017,2122634.2168,
528,"N","15-49",2018,1724714.5454,
528,"Y","15-49",2018,2107317.4546,
528,"N","15-49",2019,1744637.7883,
528,"Y","15-49",2019,2093531.7117,
528,"N","15-49",2020,1756748.9267,
528,"Y","15-49",2020,2079149.0733,
528,"N","15-49",2021,1766441.6496,
528,"Y","15-49",2021,2068572.3504,
528,"N","15-49",2022,1793386.6707,
528,"Y","15-49",2022,2077039.3293,
528,"N","15-49",2023,1824762.863,
528,"Y","15-49",2023,2096441.137,
528,"N","15-49",2024,1844850.3122,
528,"Y","15-49",2024,2109629.6878,
528,"N","15-49",2025,1860697.8435,
528,"Y","15-49",2025,2120093.6565,
528,"N","15-49",2026,1872928.1151,
528,"Y","15-49",2026,2130041.3849,
528,"N","15-49",2027,1881382.6373,
528,"Y","15-49",2027,2138016.8627,
528,"N","15-49",2028,1885888.4867,
528,"Y","15-49",2028,2145130.5133,
528,"N","15-49",2029,1888489.2879,
528,"Y","15-49",2029,2151293.7121,
528,"N","15-49",2030,1889385.8174,
528,"Y","15-49",2030,2154887.1826,
528,"N","15-49",2031,1888716.0277,
528,"Y","15-49",2031,2155892.9723,
528,"N","15-49",2032,1888210.2474,
528,"Y","15-49",2032,2156330.2526,
528,"N","15-49",2033,1886809.9962,
528,"Y","15-49",2033,2156945.0038,
528,"N","15-49",2034,1884122.1624,
528,"Y","15-49",2034,2156611.8376,
528,"N","15-49",2035,1880345.1822,
528,"Y","15-49",2035,2154419.8178,
528,"N","15-49",2036,1879120.0912,
528,"Y","15-49",2036,2149987.4088,
528,"N","15-49",2037,1878408.3516,
528,"Y","15-49",2037,2143790.1484,
528,"N","15-49",2038,1873640.8956,
528,"Y","15-49",2038,2136758.1044,
528,"N","15-49",2039,1866708.162,
528,"Y","15-49",2039,2129056.838,
528,"N","15-49",2040,1859248.6406,
528,"Y","15-49",2040,2119702.8594,
528,"N","15-49",2041,1850840.0746,
528,"Y","15-49",2041,2109420.9254,
528,"N","15-49",2042,1842271.4567,
528,"Y","15-49",2042,2099484.5433,
528,"N","15-49",2043,1834687.5551,
528,"Y","15-49",2043,2089469.4449,
528,"N","15-49",2044,1826592.3232,
528,"Y","15-49",2044,2079948.1768,
528,"N","15-49",2045,1817955.3887,
528,"Y","15-49",2045,2072070.1113,
528,"N","15-49",2046,1808712.5994,
528,"Y","15-49",2046,2066907.4006,
528,"N","15-49",2047,1798342.9402,
528,"Y","15-49",2047,2061947.0598,
528,"N","15-49",2048,1787397.4649,
528,"Y","15-49",2048,2054585.0351,
528,"N","15-49",2049,1775039.6906,
528,"Y","15-49",2049,2046398.3094,
528,"N","15-49",2050,1760766.6072,
528,"Y","15-49",2050,2038179.3928,
531,"N","15-49",1970,20508.92,
531,"Y","15-49",1970,15093.08,
531,"N","15-49",1971,20991.3675,
531,"Y","15-49",1971,15378.1325,
531,"N","15-49",1972,21545.2718,
531,"Y","15-49",1972,15674.7282,
531,"N","15-49",1973,22097.38,
531,"Y","15-49",1973,15982.62,
531,"N","15-49",1974,22606.1551,
531,"Y","15-49",1974,16306.3449,
531,"N","15-49",1975,23108.9726,
531,"Y","15-49",1975,16642.0274,
531,"N","15-49",1976,23584.6231,
531,"Y","15-49",1976,16987.3769,
531,"N","15-49",1977,24014.8868,
531,"Y","15-49",1977,17342.1132,
531,"N","15-49",1978,24386.7279,
531,"Y","15-49",1978,17702.7721,
531,"N","15-49",1979,24692.2025,
531,"Y","15-49",1979,18067.2975,
531,"N","15-49",1980,24926.6416,
531,"Y","15-49",1980,18429.8584,
531,"N","15-49",1981,25082.4913,
531,"Y","15-49",1981,18783.5087,
531,"N","15-49",1982,25142.4715,
531,"Y","15-49",1982,19122.5285,
531,"N","15-49",1983,25108.8683,
531,"Y","15-49",1983,19442.1317,
531,"N","15-49",1984,24993.7548,
531,"Y","15-49",1984,19738.7452,
531,"N","15-49",1985,24799.877,
531,"Y","15-49",1985,20014.123,
531,"N","15-49",1986,24533.6742,
531,"Y","15-49",1986,20270.3258,
531,"N","15-49",1987,24220.834,
531,"Y","15-49",1987,20507.666,
531,"N","15-49",1988,23889.7517,
531,"Y","15-49",1988,20725.7483,
531,"N","15-49",1989,23548.4472,
531,"Y","15-49",1989,20914.0528,
531,"N","15-49",1990,23198.5389,
531,"Y","15-49",1990,21060.9611,
531,"N","15-49",1991,22834.0691,
531,"Y","15-49",1991,21153.9309,
531,"N","15-49",1992,22437.2361,
531,"Y","15-49",1992,21179.7639,
531,"N","15-49",1993,22007.3464,
531,"Y","15-49",1993,21130.6536,
531,"N","15-49",1994,21558.3174,
531,"Y","15-49",1994,21013.6826,
531,"N","15-49",1995,21107.8312,
531,"Y","15-49",1995,20841.6688,
531,"N","15-49",1996,20684.0869,
531,"Y","15-49",1996,20626.4131,
531,"N","15-49",1997,20295.0762,
531,"Y","15-49",1997,20378.9238,
531,"N","15-49",1998,19936.8749,
531,"Y","15-49",1998,20107.1251,
531,"N","15-49",1999,19602.5961,
531,"Y","15-49",1999,19809.9039,
531,"N","15-49",2000,19281.2141,
531,"Y","15-49",2000,19480.2859,
531,"N","15-49",2001,19140.9949,
531,"Y","15-49",2001,19204.5051,
531,"N","15-49",2002,19337.555,
531,"Y","15-49",2002,19252.445,
531,"N","15-49",2003,19678.0132,
531,"Y","15-49",2003,19533.9868,
531,"N","15-49",2004,19992.539,
531,"Y","15-49",2004,19780.961,
531,"N","15-49",2005,20226.5334,
531,"Y","15-49",2005,19933.9666,
531,"N","15-49",2006,20371.3264,
531,"Y","15-49",2006,19992.1736,
531,"N","15-49",2007,20485.3838,
531,"Y","15-49",2007,20018.1162,
531,"N","15-49",2008,20574.289,
531,"Y","15-49",2008,20012.211,
531,"N","15-49",2009,20633.7404,
531,"Y","15-49",2009,19975.2596,
531,"N","15-49",2010,20656.4836,
531,"Y","15-49",2010,19907.0164,
531,"N","15-49",2011,20755.2182,
531,"Y","15-49",2011,20020.7818,
531,"N","15-49",2012,20836.4062,
531,"Y","15-49",2012,20163.5938,
531,"N","15-49",2013,20838.4485,
531,"Y","15-49",2013,20064.0515,
531,"N","15-49",2014,20770.9537,
531,"Y","15-49",2014,19958.5463,
531,"N","15-49",2015,20651.1633,
531,"Y","15-49",2015,19849.8367,
531,"N","15-49",2016,20498.4065,
531,"Y","15-49",2016,19747.5935,
531,"N","15-49",2017,20326.7712,
531,"Y","15-49",2017,19660.7288,
531,"N","15-49",2018,22144.1267,
531,"Y","15-49",2018,21200.8733,
531,"N","15-49",2019,23086.3844,
531,"Y","15-49",2019,22202.1156,
531,"N","15-49",2020,22021.4004,
531,"Y","15-49",2020,21683.5996,
531,"N","15-49",2021,21766.6538,
531,"Y","15-49",2021,21785.3462,
531,"N","15-49",2022,21474.1374999999,
531,"Y","15-49",2022,21860.3625,
531,"N","15-49",2023,21191.0147,
531,"Y","15-49",2023,21938.9853,
531,"N","15-49",2024,20928.2592,
531,"Y","15-49",2024,21986.2408,
531,"N","15-49",2025,20712.0214,
531,"Y","15-49",2025,22002.9786,
531,"N","15-49",2026,20557.88,
531,"Y","15-49",2026,22031.62,
531,"N","15-49",2027,20478.6124,
531,"Y","15-49",2027,22075.3876,
531,"N","15-49",2028,20440.6961,
531,"Y","15-49",2028,22124.3039,
531,"N","15-49",2029,20387.1703,
531,"Y","15-49",2029,22167.3297,
531,"N","15-49",2030,20299.0729,
531,"Y","15-49",2030,22201.9271,
531,"N","15-49",2031,20150.3959,
531,"Y","15-49",2031,22225.1041,
531,"N","15-49",2032,19905.887,
531,"Y","15-49",2032,22238.113,
531,"N","15-49",2033,19629.5632,
531,"Y","15-49",2033,22241.4368,
531,"N","15-49",2034,19312.8624,
531,"Y","15-49",2034,22227.1376,
531,"N","15-49",2035,18916.1531,
531,"Y","15-49",2035,22214.3469,
531,"N","15-49",2036,18507.8903,
531,"Y","15-49",2036,22207.1097,
531,"N","15-49",2037,18110.7313,
531,"Y","15-49",2037,22194.2687,
531,"N","15-49",2038,17723.0439,
531,"Y","15-49",2038,22178.4561,
531,"N","15-49",2039,17347.0695,
531,"Y","15-49",2039,22116.9305,
531,"N","15-49",2040,16976.6807,
531,"Y","15-49",2040,21981.8193,
531,"N","15-49",2041,16599.8277,
531,"Y","15-49",2041,21777.1723,
531,"N","15-49",2042,16217.8452,
531,"Y","15-49",2042,21495.6548,
531,"N","15-49",2043,15823.4696,
531,"Y","15-49",2043,21163.5304,
531,"N","15-49",2044,15442.1709,
531,"Y","15-49",2044,20792.8291,
531,"N","15-49",2045,15095.6964,
531,"Y","15-49",2045,20397.3036,
531,"N","15-49",2046,14780.8048,
531,"Y","15-49",2046,20022.1952,
531,"N","15-49",2047,14493.9734,
531,"Y","15-49",2047,19680.5266,
531,"N","15-49",2048,14227.1133,
531,"Y","15-49",2048,19380.8867,
531,"N","15-49",2049,13984.4594,
531,"Y","15-49",2049,19112.5406,
531,"N","15-49",2050,13767.0564,
531,"Y","15-49",2050,18861.9436,
533,"N","15-49",1970,7539.60740000001,
533,"Y","15-49",1970,7194.3926,
533,"N","15-49",1971,7583.87299999999,
533,"Y","15-49",1971,7244.627,
533,"N","15-49",1972,7722.92119999999,
533,"Y","15-49",1972,7356.0788,
533,"N","15-49",1973,7944.15199999998,
533,"Y","15-49",1973,7562.348,
533,"N","15-49",1974,8171.7874,
533,"Y","15-49",1974,7803.7126,
533,"N","15-49",1975,8388.789,
533,"Y","15-49",1975,8053.211,
533,"N","15-49",1976,8537.65319999999,
533,"Y","15-49",1976,8311.8468,
533,"N","15-49",1977,8607.68470000001,
533,"Y","15-49",1977,8572.8153,
533,"N","15-49",1978,8634.0912,
533,"Y","15-49",1978,8816.4088,
533,"N","15-49",1979,8619.57179999998,
533,"Y","15-49",1979,9030.4282,
533,"N","15-49",1980,8553.11789999998,
533,"Y","15-49",1980,9211.8821,
533,"N","15-49",1981,8444.66160000001,
533,"Y","15-49",1981,9384.8384,
533,"N","15-49",1982,8425.37709999998,
533,"Y","15-49",1982,9499.6229,
533,"N","15-49",1983,8420.03029999998,
533,"Y","15-49",1983,9621.4697,
533,"N","15-49",1984,8395.17400000001,
533,"Y","15-49",1984,9732.826,
533,"N","15-49",1985,8337.5244,
533,"Y","15-49",1985,9828.9756,
533,"N","15-49",1986,8242.16020000001,
533,"Y","15-49",1986,9909.8398,
533,"N","15-49",1987,8116.25129999998,
533,"Y","15-49",1987,9991.2487,
533,"N","15-49",1988,7980.2591,
533,"Y","15-49",1988,10065.7409,
533,"N","15-49",1989,7899.83289999999,
533,"Y","15-49",1989,10093.6671,
533,"N","15-49",1990,7959.5757,
533,"Y","15-49",1990,10039.4243,
533,"N","15-49",1991,8225.57080000001,
533,"Y","15-49",1991,9903.9292,
533,"N","15-49",1992,8610.6356,
533,"Y","15-49",1992,9936.8644,
533,"N","15-49",1993,9036.85010000002,
533,"Y","15-49",1993,10202.1499,
533,"N","15-49",1994,9508.92780000001,
533,"Y","15-49",1994,10488.0722,
533,"N","15-49",1995,10056.6336,
533,"Y","15-49",1995,10844.3664,
533,"N","15-49",1996,10642.3859,
533,"Y","15-49",1996,11293.6141,
533,"N","15-49",1997,11171.4051,
533,"Y","15-49",1997,11761.0949,
533,"N","15-49",1998,11658.9986,
533,"Y","15-49",1998,12225.0014,
533,"N","15-49",1999,12127.0786,
533,"Y","15-49",1999,12685.4214,
533,"N","15-49",2000,12533.4433,
533,"Y","15-49",2000,12961.5567,
533,"N","15-49",2001,12805.0261,
533,"Y","15-49",2001,13003.9739,
533,"N","15-49",2002,12990.9911,
533,"Y","15-49",2002,12959.5089,
533,"N","15-49",2003,13173.51,
533,"Y","15-49",2003,12856.99,
533,"N","15-49",2004,13353.9052,
533,"Y","15-49",2004,12723.5948,
533,"N","15-49",2005,13501.3401,
533,"Y","15-49",2005,12602.6599,
533,"N","15-49",2006,13605.4228,
533,"Y","15-49",2006,12503.0772,
533,"N","15-49",2007,13687.9261,
533,"Y","15-49",2007,12388.5739,
533,"N","15-49",2008,13767.2603,
533,"Y","15-49",2008,12245.2397,
533,"N","15-49",2009,13853.6686,
533,"Y","15-49",2009,12074.8314,
533,"N","15-49",2010,13998.4087,
533,"Y","15-49",2010,11838.0913,
533,"N","15-49",2011,14038.5921,
533,"Y","15-49",2011,11735.4079,
533,"N","15-49",2012,14040.2188,
533,"Y","15-49",2012,11676.2812,
533,"N","15-49",2013,13977.4237,
533,"Y","15-49",2013,11629.5763,
533,"N","15-49",2014,13861.1754,
533,"Y","15-49",2014,11598.8246,
533,"N","15-49",2015,13706.732,
533,"Y","15-49",2015,11583.268,
533,"N","15-49",2016,13538.4885,
533,"Y","15-49",2016,11578.0115,
533,"N","15-49",2017,13380.5278,
533,"Y","15-49",2017,11576.4722,
533,"N","15-49",2018,13245.8112,
533,"Y","15-49",2018,11572.1888,
533,"N","15-49",2019,13138.0359,
533,"Y","15-49",2019,11560.4641,
533,"N","15-49",2020,13061.6735,
533,"Y","15-49",2020,11480.8265,
533,"N","15-49",2021,13040.6698,
533,"Y","15-49",2021,11367.3302,
533,"N","15-49",2022,13033.703,
533,"Y","15-49",2022,11279.297,
533,"N","15-49",2023,12997.1529,
533,"Y","15-49",2023,11189.3471,
533,"N","15-49",2024,12955.2986,
533,"Y","15-49",2024,11112.7014,
533,"N","15-49",2025,12905.8667,
533,"Y","15-49",2025,11049.6333,
533,"N","15-49",2026,12847.1725,
533,"Y","15-49",2026,10988.8275,
533,"N","15-49",2027,12783.8788,
533,"Y","15-49",2027,10936.6212,
533,"N","15-49",2028,12712.291,
533,"Y","15-49",2028,10892.709,
533,"N","15-49",2029,12628.7483,
533,"Y","15-49",2029,10855.2517,
533,"N","15-49",2030,12530.7932,
533,"Y","15-49",2030,10832.7068,
533,"N","15-49",2031,12412.3481,
533,"Y","15-49",2031,10817.6519,
533,"N","15-49",2032,12270.741,
533,"Y","15-49",2032,10809.759,
533,"N","15-49",2033,12105.1674,
533,"Y","15-49",2033,10812.3326,
533,"N","15-49",2034,11914.37,
533,"Y","15-49",2034,10816.13,
533,"N","15-49",2035,11713.4339,
533,"Y","15-49",2035,10825.5661,
533,"N","15-49",2036,11508.1127,
533,"Y","15-49",2036,10840.8873,
533,"N","15-49",2037,11292.9199,
533,"Y","15-49",2037,10854.0801,
533,"N","15-49",2038,11074.9987,
533,"Y","15-49",2038,10864.5013,
533,"N","15-49",2039,10863.0181,
533,"Y","15-49",2039,10870.4819,
