"division_numeric_code","is_in_union","age_range","year","population_count","region_code"
4,"N","15-49",1970,479476.1145,
4,"Y","15-49",1970,2035826.8855,
4,"N","15-49",1971,491083.68,
4,"Y","15-49",1971,2080266.82,
4,"N","15-49",1972,502922.008000001,
4,"Y","15-49",1972,2126119.492,
4,"N","15-49",1973,515479.504,
4,"Y","15-49",1973,2174988.996,
4,"N","15-49",1974,535892.654600001,
4,"Y","15-49",1974,2217080.3454,
4,"N","15-49",1975,556680.256399998,
4,"Y","15-49",1975,2257114.2436,
4,"N","15-49",1976,577155.6038,
4,"Y","15-49",1976,2293112.3962,
4,"N","15-49",1977,597755.971799999,
4,"Y","15-49",1977,2327590.5282,
4,"N","15-49",1978,618585.689,
4,"Y","15-49",1978,2360831.811,
4,"N","15-49",1979,630000.012500001,
4,"Y","15-49",1979,2356914.4875,
4,"N","15-49",1980,616999.614000001,
4,"Y","15-49",1980,2262878.386,
4,"N","15-49",1981,568123.692099998,
4,"Y","15-49",1981,2042356.3079,
4,"N","15-49",1982,532314.985,
4,"Y","15-49",1982,1875211.515,
4,"N","15-49",1983,538639.547600001,
4,"Y","15-49",1983,1860091.9524,
4,"N","15-49",1984,563474.555399998,
4,"Y","15-49",1984,1907643.9446,
4,"N","15-49",1985,588129.704600001,
4,"Y","15-49",1985,1952349.7954,
4,"N","15-49",1986,599059.952799999,
4,"Y","15-49",1986,1950682.5472,
4,"N","15-49",1987,607030.830700001,
4,"Y","15-49",1987,1939985.6693,
4,"N","15-49",1988,622992.724,
4,"Y","15-49",1988,1955561.776,
4,"N","15-49",1989,649765.1314,
4,"Y","15-49",1989,2004968.3686,
4,"N","15-49",1990,666384.493,
4,"Y","15-49",1990,2022960.007,
4,"N","15-49",1991,683590.1958,
4,"Y","15-49",1991,2043138.3042,
4,"N","15-49",1992,747954.027499998,
4,"Y","15-49",1992,2202072.9725,
4,"N","15-49",1993,846933.5989,
4,"Y","15-49",1993,2458104.4011,
4,"N","15-49",1994,924821.7464,
4,"Y","15-49",1994,2648456.7536,
4,"N","15-49",1995,974396.984100001,
4,"Y","15-49",1995,2753799.5159,
4,"N","15-49",1996,1016584.6382,
4,"Y","15-49",1996,2836221.8618,
4,"N","15-49",1997,1057405.9974,
4,"Y","15-49",1997,2914466.0026,
4,"N","15-49",1998,1099670.2486,
4,"Y","15-49",1998,2994893.2514,
4,"N","15-49",1999,1144336.023,
4,"Y","15-49",1999,3078700.477,
4,"N","15-49",2000,1163633.4648,
4,"Y","15-49",2000,3089814.0352,
4,"N","15-49",2001,1182086.1971,
4,"Y","15-49",2001,3089724.3029,
4,"N","15-49",2002,1260135.5058,
4,"Y","15-49",2002,3233044.9942,
4,"N","15-49",2003,1358763.9989,
4,"Y","15-49",2003,3415878.0011,
4,"N","15-49",2004,1431272.8359,
4,"Y","15-49",2004,3520543.1641,
4,"N","15-49",2005,1509041.3924,
4,"Y","15-49",2005,3630575.6076,
4,"N","15-49",2006,1602501.6102,
4,"Y","15-49",2006,3770804.3898,
4,"N","15-49",2007,1668788.7576,
4,"Y","15-49",2007,3836352.7424,
4,"N","15-49",2008,1746391.0064,
4,"Y","15-49",2008,3918149.9936,
4,"N","15-49",2009,1855251.7387,
4,"Y","15-49",2009,4062799.2613,
4,"N","15-49",2010,1956916.1265,
4,"Y","15-49",2010,4186133.8735,
4,"N","15-49",2011,2075215.0756,
4,"Y","15-49",2011,4351355.4244,
4,"N","15-49",2012,2204525.0174,
4,"Y","15-49",2012,4542560.4826,
4,"N","15-49",2013,2323215.6931,
4,"Y","15-49",2013,4715943.8069,
4,"N","15-49",2014,2449733.51309999,
4,"Y","15-49",2014,4909574.9869,
4,"N","15-49",2015,2566962.06950001,
4,"Y","15-49",2015,5088184.4305,
4,"N","15-49",2016,2670763.6355,
4,"Y","15-49",2016,5245582.8645,
4,"N","15-49",2017,2782337.4576,
4,"Y","15-49",2017,5424734.0424,
4,"N","15-49",2018,2896791.49599999,
4,"Y","15-49",2018,5617443.004,
4,"N","15-49",2019,3012352.4403,
4,"Y","15-49",2019,5821543.5597,
4,"N","15-49",2020,3133466.9598,
4,"Y","15-49",2020,6044098.5402,
4,"N","15-49",2021,3230653.4999,
4,"Y","15-49",2021,6226839.0001,
4,"N","15-49",2022,3293589.58569999,
4,"Y","15-49",2022,6353045.4143,
4,"N","15-49",2023,3377281.8804,
4,"Y","15-49",2023,6521236.1196,
4,"N","15-49",2024,3491635.0791,
4,"Y","15-49",2024,6733040.4209,
4,"N","15-49",2025,3609720.29199999,
4,"Y","15-49",2025,6941945.708,
4,"N","15-49",2026,3735087.01680001,
4,"Y","15-49",2026,7151214.9832,
4,"N","15-49",2027,3868048.01629999,
4,"Y","15-49",2027,7360361.9837,
4,"N","15-49",2028,4006712.56209999,
4,"Y","15-49",2028,7567675.9379,
4,"N","15-49",2029,4155026.37970001,
4,"Y","15-49",2029,7785393.1203,
4,"N","15-49",2030,4313520.3427,
4,"Y","15-49",2030,8016186.6573,
4,"N","15-49",2031,4478228.46299999,
4,"Y","15-49",2031,8251053.037,
4,"N","15-49",2032,4647567.2911,
4,"Y","15-49",2032,8483474.2089,
4,"N","15-49",2033,4821874.2422,
4,"Y","15-49",2033,8715181.7578,
4,"N","15-49",2034,4998118.42629999,
4,"Y","15-49",2034,8938504.0737,
4,"N","15-49",2035,5176430.47780001,
4,"Y","15-49",2035,9149726.5222,
4,"N","15-49",2036,5360437.5637,
4,"Y","15-49",2036,9358866.4363,
4,"N","15-49",2037,5551520.13719999,
4,"Y","15-49",2037,9566586.3628,
4,"N","15-49",2038,5749869.55810001,
4,"Y","15-49",2038,9768610.4419,
4,"N","15-49",2039,5958562.9558,
4,"Y","15-49",2039,9972410.5442,
4,"N","15-49",2040,6177638.72939999,
4,"Y","15-49",2040,10181801.2706,
4,"N","15-49",2041,6397417.76909999,
4,"Y","15-49",2041,10379606.2309,
4,"N","15-49",2042,6612233.66849999,
4,"Y","15-49",2042,10552954.3315,
4,"N","15-49",2043,6829341.54590001,
4,"Y","15-49",2043,10715783.9541,
4,"N","15-49",2044,7048782.93329999,
4,"Y","15-49",2044,10872064.5667,
4,"N","15-49",2045,7268452.55830001,
4,"Y","15-49",2045,11015845.4417,
4,"N","15-49",2046,7498314.50210001,
4,"Y","15-49",2046,11158860.9979,
4,"N","15-49",2047,7732790.71219999,
4,"Y","15-49",2047,11294094.2878,
4,"N","15-49",2048,7967808.0257,
4,"Y","15-49",2048,11417412.4743,
4,"N","15-49",2049,8214972.801,
4,"Y","15-49",2049,11542743.699,
4,"N","15-49",2050,8464237.22190001,
4,"Y","15-49",2050,11651186.2781,
8,"N","15-49",1970,167664.2352,
8,"Y","15-49",1970,305185.7648,
8,"N","15-49",1971,174285.9965,
8,"Y","15-49",1971,314178.0035,
8,"N","15-49",1972,181482.5344,
8,"Y","15-49",1972,323405.4656,
8,"N","15-49",1973,189195.8927,
8,"Y","15-49",1973,332969.6073,
8,"N","15-49",1974,197300.1251,
8,"Y","15-49",1974,343128.8749,
8,"N","15-49",1975,205711.3005,
8,"Y","15-49",1975,353917.1995,
8,"N","15-49",1976,214355.155,
8,"Y","15-49",1976,365350.845,
8,"N","15-49",1977,222933.2127,
8,"Y","15-49",1977,377482.7873,
8,"N","15-49",1978,230913.2302,
8,"Y","15-49",1978,390304.2698,
8,"N","15-49",1979,237610.339,
8,"Y","15-49",1979,404083.161,
8,"N","15-49",1980,242839.6568,
8,"Y","15-49",1980,418717.8432,
8,"N","15-49",1981,247108.4013,
8,"Y","15-49",1981,433907.5987,
8,"N","15-49",1982,251293.3815,
8,"Y","15-49",1982,449480.1185,
8,"N","15-49",1983,255797.7446,
8,"Y","15-49",1983,465352.7554,
8,"N","15-49",1984,260225.0418,
8,"Y","15-49",1984,481629.9582,
8,"N","15-49",1985,264258.2517,
8,"Y","15-49",1985,497812.7483,
8,"N","15-49",1986,268119.7208,
8,"Y","15-49",1986,513617.2792,
8,"N","15-49",1987,272170.0136,
8,"Y","15-49",1987,529600.9864,
8,"N","15-49",1988,275280.069600001,
8,"Y","15-49",1988,546117.4304,
8,"N","15-49",1989,275118.018599999,
8,"Y","15-49",1989,559552.9814,
8,"N","15-49",1990,275003.2405,
8,"Y","15-49",1990,564892.2595,
8,"N","15-49",1991,274319.4646,
8,"Y","15-49",1991,567617.5354,
8,"N","15-49",1992,272795.9406,
8,"Y","15-49",1992,569254.0594,
8,"N","15-49",1993,270888.9841,
8,"Y","15-49",1993,570301.0159,
8,"N","15-49",1994,269537.4935,
8,"Y","15-49",1994,571575.0065,
8,"N","15-49",1995,268843.6382,
8,"Y","15-49",1995,572771.8618,
8,"N","15-49",1996,268977.3153,
8,"Y","15-49",1996,572857.1847,
8,"N","15-49",1997,270400.4732,
8,"Y","15-49",1997,571171.5268,
8,"N","15-49",1998,273061.0639,
8,"Y","15-49",1998,567651.9361,
8,"N","15-49",1999,276586.6259,
8,"Y","15-49",1999,562727.8741,
8,"N","15-49",2000,280815.133,
8,"Y","15-49",2000,557103.867,
8,"N","15-49",2001,283851.456499999,
8,"Y","15-49",2001,553364.5435,
8,"N","15-49",2002,284268.5118,
8,"Y","15-49",2002,551926.9882,
8,"N","15-49",2003,283197.4638,
8,"Y","15-49",2003,549876.5362,
8,"N","15-49",2004,281711.1989,
8,"Y","15-49",2004,546062.8011,
8,"N","15-49",2005,280214.1782,
8,"Y","15-49",2005,540398.3218,
8,"N","15-49",2006,278749.3827,
8,"Y","15-49",2006,532944.6173,
8,"N","15-49",2007,277262.065399999,
8,"Y","15-49",2007,523813.9346,
8,"N","15-49",2008,275832.2845,
8,"Y","15-49",2008,513194.7155,
8,"N","15-49",2009,273243.1443,
8,"Y","15-49",2009,502680.8557,
8,"N","15-49",2010,270988.842999999,
8,"Y","15-49",2010,491039.657,
8,"N","15-49",2011,270381.746599999,
8,"Y","15-49",2011,483347.2534,
8,"N","15-49",2012,270376.03,
8,"Y","15-49",2012,480043.47,
8,"N","15-49",2013,268514.4412,
8,"Y","15-49",2013,476808.0588,
8,"N","15-49",2014,265173.409,
8,"Y","15-49",2014,473875.091,
8,"N","15-49",2015,261064.7079,
8,"Y","15-49",2015,471575.2921,
8,"N","15-49",2016,256869.9873,
8,"Y","15-49",2016,471110.5127,
8,"N","15-49",2017,251701.2131,
8,"Y","15-49",2017,471186.7869,
8,"N","15-49",2018,245390.3905,
8,"Y","15-49",2018,470083.6095,
8,"N","15-49",2019,238417.6521,
8,"Y","15-49",2019,467395.3479,
8,"N","15-49",2020,231069.1061,
8,"Y","15-49",2020,464377.3939,
8,"N","15-49",2021,222949.724,
8,"Y","15-49",2021,459908.276,
8,"N","15-49",2022,216057.3942,
8,"Y","15-49",2022,455573.1058,
8,"N","15-49",2023,211435.549,
8,"Y","15-49",2023,452842.451,
8,"N","15-49",2024,206380.0493,
8,"Y","15-49",2024,448700.4507,
8,"N","15-49",2025,201320.285,
8,"Y","15-49",2025,443831.215,
8,"N","15-49",2026,197273.5522,
8,"Y","15-49",2026,438698.9478,
8,"N","15-49",2027,194799.9059,
8,"Y","15-49",2027,433308.5941,
8,"N","15-49",2028,193641.1833,
8,"Y","15-49",2028,427811.8167,
8,"N","15-49",2029,193026.7023,
8,"Y","15-49",2029,422386.7977,
8,"N","15-49",2030,192232.7148,
8,"Y","15-49",2030,416995.7852,
8,"N","15-49",2031,191008.3592,
8,"Y","15-49",2031,411558.6408,
8,"N","15-49",2032,189397.1808,
8,"Y","15-49",2032,406061.8192,
8,"N","15-49",2033,187116.1049,
8,"Y","15-49",2033,400374.3951,
8,"N","15-49",2034,184319.7479,
8,"Y","15-49",2034,394431.2521,
8,"N","15-49",2035,181479.9054,
8,"Y","15-49",2035,388162.0946,
8,"N","15-49",2036,178736.6339,
8,"Y","15-49",2036,381394.8661,
8,"N","15-49",2037,175994.9348,
8,"Y","15-49",2037,374093.5652,
8,"N","15-49",2038,173240.1091,
8,"Y","15-49",2038,366155.3909,
8,"N","15-49",2039,170355.8673,
8,"Y","15-49",2039,357244.6327,
8,"N","15-49",2040,167381.3817,
8,"Y","15-49",2040,347262.1183,
8,"N","15-49",2041,164485.9719,
8,"Y","15-49",2041,336358.5281,
8,"N","15-49",2042,161706.393,
8,"Y","15-49",2042,324854.107,
8,"N","15-49",2043,159072.7093,
8,"Y","15-49",2043,313122.2907,
8,"N","15-49",2044,156522.8735,
8,"Y","15-49",2044,301442.1265,
8,"N","15-49",2045,154006.2194,
8,"Y","15-49",2045,289874.2806,
8,"N","15-49",2046,151555.181,
8,"Y","15-49",2046,278605.319,
8,"N","15-49",2047,149317.4288,
8,"Y","15-49",2047,268203.0712,
8,"N","15-49",2048,147272.51,
8,"Y","15-49",2048,258913.49,
8,"N","15-49",2049,145269.8809,
8,"Y","15-49",2049,250387.6191,
8,"N","15-49",2050,143261.5544,
8,"Y","15-49",2050,242188.4456,
12,"N","15-49",1970,948486.989699998,
12,"Y","15-49",1970,1870911.5103,
12,"N","15-49",1971,983739.677899998,
12,"Y","15-49",1971,1911679.3221,
12,"N","15-49",1972,1019014.4731,
12,"Y","15-49",1972,1956360.0269,
12,"N","15-49",1973,1054453.296,
12,"Y","15-49",1973,2006407.204,
12,"N","15-49",1974,1091520.573,
12,"Y","15-49",1974,2062101.427,
12,"N","15-49",1975,1131732.5762,
12,"Y","15-49",1975,2139448.9238,
12,"N","15-49",1976,1170429.686,
12,"Y","15-49",1976,2235170.314,
12,"N","15-49",1977,1209345.3981,
12,"Y","15-49",1977,2320002.6019,
12,"N","15-49",1978,1272752.8115,
12,"Y","15-49",1978,2379806.1885,
12,"N","15-49",1979,1341582.1204,
12,"Y","15-49",1979,2444840.8796,
12,"N","15-49",1980,1415010.9547,
12,"Y","15-49",1980,2514666.5453,
12,"N","15-49",1981,1492362.3519,
12,"Y","15-49",1981,2589913.1481,
12,"N","15-49",1982,1572704.2999,
12,"Y","15-49",1982,2671068.2001,
12,"N","15-49",1983,1655932.2011,
12,"Y","15-49",1983,2758412.2989,
12,"N","15-49",1984,1742673.0177,
12,"Y","15-49",1984,2851396.4823,
12,"N","15-49",1985,1833518.096,
12,"Y","15-49",1985,2949384.404,
12,"N","15-49",1986,1928118.2461,
12,"Y","15-49",1986,3050608.7539,
12,"N","15-49",1987,2024471.5956,
12,"Y","15-49",1987,3150780.4044,
12,"N","15-49",1988,2123104.6232,
12,"Y","15-49",1988,3250804.8768,
12,"N","15-49",1989,2224454.3243,
12,"Y","15-49",1989,3351762.6757,
12,"N","15-49",1990,2328188.3617,
12,"Y","15-49",1990,3453844.6383,
12,"N","15-49",1991,2430755.5929,
12,"Y","15-49",1991,3557264.9071,
12,"N","15-49",1992,2532578.1296,
12,"Y","15-49",1992,3654058.8704,
12,"N","15-49",1993,2642458.7142,
12,"Y","15-49",1993,3748434.2858,
12,"N","15-49",1994,2764022.6711,
12,"Y","15-49",1994,3847825.8289,
12,"N","15-49",1995,2896751.5003,
12,"Y","15-49",1995,3950010.9997,
12,"N","15-49",1996,3038832.7253,
12,"Y","15-49",1996,4054726.2747,
12,"N","15-49",1997,3186502.7816,
12,"Y","15-49",1997,4162083.2184,
12,"N","15-49",1998,3332638.661,
12,"Y","15-49",1998,4275747.339,
12,"N","15-49",1999,3474912.48649999,
12,"Y","15-49",1999,4394478.5135,
12,"N","15-49",2000,3613951.1786,
12,"Y","15-49",2000,4512130.8214,
12,"N","15-49",2001,3747125.25209999,
12,"Y","15-49",2001,4627024.2479,
12,"N","15-49",2002,3872893.1694,
12,"Y","15-49",2002,4739347.8306,
12,"N","15-49",2003,3990057.3873,
12,"Y","15-49",2003,4849550.6127,
12,"N","15-49",2004,4098374.85730001,
12,"Y","15-49",2004,4958464.6427,
12,"N","15-49",2005,4196979.2,
12,"Y","15-49",2005,5065087.8,
12,"N","15-49",2006,4286006.4547,
12,"Y","15-49",2006,5169190.0453,
12,"N","15-49",2007,4368334.4599,
12,"Y","15-49",2007,5272799.5401,
12,"N","15-49",2008,4445512.56340001,
12,"Y","15-49",2008,5376744.4366,
12,"N","15-49",2009,4515223.25319999,
12,"Y","15-49",2009,5478745.2468,
12,"N","15-49",2010,4575051.65839999,
12,"Y","15-49",2010,5575495.3416,
12,"N","15-49",2011,4624502.2099,
12,"Y","15-49",2011,5664961.2901,
12,"N","15-49",2012,4663255.03300001,
12,"Y","15-49",2012,5745742.467,
12,"N","15-49",2013,4685043.805,
12,"Y","15-49",2013,5816543.195,
12,"N","15-49",2014,4696233.32419999,
12,"Y","15-49",2014,5877096.1758,
12,"N","15-49",2015,4711794.74269999,
12,"Y","15-49",2015,5928167.7573,
12,"N","15-49",2016,4733823.5376,
12,"Y","15-49",2016,5971101.4624,
12,"N","15-49",2017,4759012.347,
12,"Y","15-49",2017,6005296.653,
12,"N","15-49",2018,4791735.55710001,
12,"Y","15-49",2018,6027288.4429,
12,"N","15-49",2019,4839701.1978,
12,"Y","15-49",2019,6038937.3022,
12,"N","15-49",2020,4904907.20290001,
12,"Y","15-49",2020,6044429.7971,
12,"N","15-49",2021,4987357.3474,
12,"Y","15-49",2021,6046665.1526,
12,"N","15-49",2022,5088213.3492,
12,"Y","15-49",2022,6044780.6508,
12,"N","15-49",2023,5208695.89480001,
12,"Y","15-49",2023,6036197.6052,
12,"N","15-49",2024,5341502.9077,
12,"Y","15-49",2024,6022947.5923,
12,"N","15-49",2025,5479656.02720001,
12,"Y","15-49",2025,6009861.4728,
12,"N","15-49",2026,5623400.0446,
12,"Y","15-49",2026,5995997.9554,
12,"N","15-49",2027,5778113.58740001,
12,"Y","15-49",2027,5978803.9126,
12,"N","15-49",2028,5941043.9542,
12,"Y","15-49",2028,5957771.5458,
12,"N","15-49",2029,6106630.58720001,
12,"Y","15-49",2029,5934577.9128,
12,"N","15-49",2030,6271758.19229999,
12,"Y","15-49",2030,5911784.8077,
12,"N","15-49",2031,6429056.1283,
12,"Y","15-49",2031,5890976.8717,
12,"N","15-49",2032,6577261.858,
12,"Y","15-49",2032,5875109.142,
12,"N","15-49",2033,6709879.12290001,
12,"Y","15-49",2033,5865331.8771,
12,"N","15-49",2034,6822827.91749999,
12,"Y","15-49",2034,5862275.5825,
12,"N","15-49",2035,6917367.84590001,
12,"Y","15-49",2035,5868759.6541,
12,"N","15-49",2036,6989625.85119999,
12,"Y","15-49",2036,5883720.1488,
12,"N","15-49",2037,7037302.89770001,
12,"Y","15-49",2037,5909452.1023,
12,"N","15-49",2038,7064132.03529998,
12,"Y","15-49",2038,5946612.9647,
12,"N","15-49",2039,7072203.0252,
12,"Y","15-49",2039,5995472.4748,
12,"N","15-49",2040,7061544.1495,
12,"Y","15-49",2040,6056168.3505,
12,"N","15-49",2041,7035824.86649999,
12,"Y","15-49",2041,6125942.1335,
12,"N","15-49",2042,6996757.27809998,
12,"Y","15-49",2042,6205498.7219,
12,"N","15-49",2043,6947976.5354,
12,"Y","15-49",2043,6292484.9646,
12,"N","15-49",2044,6892486.05790001,
12,"Y","15-49",2044,6387308.4421,
12,"N","15-49",2045,6831645.12789999,
12,"Y","15-49",2045,6490830.8721,
12,"N","15-49",2046,6769688.49779999,
12,"Y","15-49",2046,6600560.0022,
12,"N","15-49",2047,6708057.6515,
12,"Y","15-49",2047,6716492.3485,
12,"N","15-49",2048,6651306.9813,
12,"Y","15-49",2048,6844518.0187,
12,"N","15-49",2049,6600350.089,
12,"Y","15-49",2049,6980617.911,
12,"N","15-49",2050,6552794.01600001,
12,"Y","15-49",2050,7113440.984,
16,"N","15-49",1970,2393.2953,
16,"Y","15-49",1970,3321.2047,
16,"N","15-49",1971,2477.9699,
16,"Y","15-49",1971,3437.5301,
16,"N","15-49",1972,2560.2235,
16,"Y","15-49",1972,3562.2765,
16,"N","15-49",1973,2632.9316,
16,"Y","15-49",1973,3686.5684,
16,"N","15-49",1974,2696.27579999999,
16,"Y","15-49",1974,3803.2242,
16,"N","15-49",1975,2805.2926,
16,"Y","15-49",1975,3868.2074,
16,"N","15-49",1976,2934.7953,
16,"Y","15-49",1976,3923.7047,
16,"N","15-49",1977,3076.1905,
16,"Y","15-49",1977,3980.3095,
16,"N","15-49",1978,3224.4372,
16,"Y","15-49",1978,4039.0628,
16,"N","15-49",1979,3372.5403,
16,"Y","15-49",1979,4110.4597,
16,"N","15-49",1980,3525.1889,
16,"Y","15-49",1980,4214.3111,
16,"N","15-49",1981,3689.5888,
16,"Y","15-49",1981,4364.4112,
16,"N","15-49",1982,3864.6446,
16,"Y","15-49",1982,4542.8554,
16,"N","15-49",1983,4047.9971,
16,"Y","15-49",1983,4731.5029,
16,"N","15-49",1984,4240.1271,
16,"Y","15-49",1984,4928.8729,
16,"N","15-49",1985,4442.86150000001,
16,"Y","15-49",1985,5130.6385,
16,"N","15-49",1986,4646.38270000001,
16,"Y","15-49",1986,5335.6173,
16,"N","15-49",1987,4849.84589999999,
16,"Y","15-49",1987,5543.1541,
16,"N","15-49",1988,5058.1647,
16,"Y","15-49",1988,5754.3353,
16,"N","15-49",1989,5267.04290000001,
16,"Y","15-49",1989,5972.4571,
16,"N","15-49",1990,5435.1056,
16,"Y","15-49",1990,6166.3944,
16,"N","15-49",1991,5523.5727,
16,"Y","15-49",1991,6346.4273,
16,"N","15-49",1992,5597.4265,
16,"Y","15-49",1992,6515.0735,
16,"N","15-49",1993,5672.6122,
16,"Y","15-49",1993,6681.8878,
16,"N","15-49",1994,5752.56639999999,
16,"Y","15-49",1994,6842.4336,
16,"N","15-49",1995,5835.04999999999,
16,"Y","15-49",1995,6992.45,
16,"N","15-49",1996,5923.1994,
16,"Y","15-49",1996,7126.8006,
16,"N","15-49",1997,6018.57070000001,
16,"Y","15-49",1997,7246.4293,
16,"N","15-49",1998,6128.3349,
16,"Y","15-49",1998,7355.6651,
16,"N","15-49",1999,6254.85089999999,
16,"Y","15-49",1999,7451.6491,
16,"N","15-49",2000,6360.50290000001,
16,"Y","15-49",2000,7499.9971,
16,"N","15-49",2001,6425.315,
16,"Y","15-49",2001,7491.185,
16,"N","15-49",2002,6469.58909999999,
16,"Y","15-49",2002,7457.9109,
16,"N","15-49",2003,6501.3566,
16,"Y","15-49",2003,7413.6434,
16,"N","15-49",2004,6528.93209999999,
16,"Y","15-49",2004,7356.5679,
16,"N","15-49",2005,6565.6219,
16,"Y","15-49",2005,7287.8781,
16,"N","15-49",2006,6623.6657,
16,"Y","15-49",2006,7205.8343,
16,"N","15-49",2007,6706.52019999999,
16,"Y","15-49",2007,7109.4798,
16,"N","15-49",2008,6803.5784,
16,"Y","15-49",2008,6994.4216,
16,"N","15-49",2009,6898.198,
16,"Y","15-49",2009,6855.802,
16,"N","15-49",2010,6974.7788,
16,"Y","15-49",2010,6737.2212,
16,"N","15-49",2011,7002.96430000001,
16,"Y","15-49",2011,6655.5357,
16,"N","15-49",2012,6964.73890000001,
16,"Y","15-49",2012,6576.2611,
16,"N","15-49",2013,6875.7244,
16,"Y","15-49",2013,6488.2756,
16,"N","15-49",2014,6754.83269999999,
16,"Y","15-49",2014,6394.1673,
16,"N","15-49",2015,6618.93019999999,
16,"Y","15-49",2015,6291.5698,
16,"N","15-49",2016,6487.7938,
16,"Y","15-49",2016,6174.2062,
16,"N","15-49",2017,6375.7397,
16,"Y","15-49",2017,6045.7603,
16,"N","15-49",2018,6281.67600000001,
16,"Y","15-49",2018,5901.824,
16,"N","15-49",2019,6206.10109999999,
16,"Y","15-49",2019,5734.3989,
16,"N","15-49",2020,6213.05590000001,
16,"Y","15-49",2020,5604.9441,
16,"N","15-49",2021,6216.33889999999,
16,"Y","15-49",2021,5501.6611,
16,"N","15-49",2022,6139.1852,
16,"Y","15-49",2022,5370.8148,
16,"N","15-49",2023,6048.63520000001,
16,"Y","15-49",2023,5194.3648,
16,"N","15-49",2024,5988.82510000001,
16,"Y","15-49",2024,4992.1749,
16,"N","15-49",2025,5966.52639999999,
16,"Y","15-49",2025,4807.9736,
16,"N","15-49",2026,5942.5622,
16,"Y","15-49",2026,4632.4378,
16,"N","15-49",2027,5922.83380000001,
16,"Y","15-49",2027,4474.1662,
16,"N","15-49",2028,5908.00179999999,
16,"Y","15-49",2028,4337.4982,
16,"N","15-49",2029,5890.08049999999,
16,"Y","15-49",2029,4220.9195,
16,"N","15-49",2030,5871.3896,
16,"Y","15-49",2030,4128.1104,
16,"N","15-49",2031,5853.14609999999,
16,"Y","15-49",2031,4059.8539,
16,"N","15-49",2032,5832.79219999999,
16,"Y","15-49",2032,4014.7078,
16,"N","15-49",2033,5808.83679999999,
16,"Y","15-49",2033,3986.1632,
16,"N","15-49",2034,5780.985,
16,"Y","15-49",2034,3969.515,
16,"N","15-49",2035,5712.08090000001,
16,"Y","15-49",2035,3963.4191,
16,"N","15-49",2036,5598.47970000001,
16,"Y","15-49",2036,3967.5203,
16,"N","15-49",2037,5475.8824,
16,"Y","15-49",2037,3980.6176,
16,"N","15-49",2038,5343.58230000001,
16,"Y","15-49",2038,3999.4177,
16,"N","15-49",2039,5199.98709999999,
16,"Y","15-49",2039,4022.5129,
16,"N","15-49",2040,5053.2134,
16,"Y","15-49",2040,4040.7866,
16,"N","15-49",2041,4913.14280000001,
16,"Y","15-49",2041,4058.3572,
16,"N","15-49",2042,4780.0212,
16,"Y","15-49",2042,4089.4788,
16,"N","15-49",2043,4652.9213,
16,"Y","15-49",2043,4134.0787,
16,"N","15-49",2044,4531.7123,
16,"Y","15-49",2044,4194.2877,
16,"N","15-49",2045,4433.3247,
16,"Y","15-49",2045,4268.1753,
16,"N","15-49",2046,4358.5122,
16,"Y","15-49",2046,4354.4878,
16,"N","15-49",2047,4292.93729999999,
16,"Y","15-49",2047,4453.5627,
16,"N","15-49",2048,4238.62159999999,
16,"Y","15-49",2048,4555.8784,
16,"N","15-49",2049,4190.56689999999,
16,"Y","15-49",2049,4648.9331,
16,"N","15-49",2050,4153.7641,
16,"Y","15-49",2050,4720.2359,
24,"N","15-49",1970,313853.8892,
24,"Y","15-49",1970,997630.6108,
24,"N","15-49",1971,329324.853999999,
24,"Y","15-49",1971,1004367.646,
24,"N","15-49",1972,350204.5548,
24,"Y","15-49",1972,1024975.9452,
24,"N","15-49",1973,374791.3549,
24,"Y","15-49",1973,1054176.1451,
24,"N","15-49",1974,400865.4472,
24,"Y","15-49",1974,1084767.0528,
24,"N","15-49",1975,427810.8158,
24,"Y","15-49",1975,1115441.1842,
24,"N","15-49",1976,455426.613999999,
24,"Y","15-49",1976,1145690.886,
24,"N","15-49",1977,484448.442699999,
24,"Y","15-49",1977,1177643.0573,
24,"N","15-49",1978,514995.4462,
24,"Y","15-49",1978,1212065.5538,
24,"N","15-49",1979,546537.691099999,
24,"Y","15-49",1979,1247456.8089,
24,"N","15-49",1980,579495.680200001,
24,"Y","15-49",1980,1285057.3198,
24,"N","15-49",1981,613558.263799999,
24,"Y","15-49",1981,1324367.2362,
24,"N","15-49",1982,648743.3616,
24,"Y","15-49",1982,1365042.6384,
24,"N","15-49",1983,685824.591799999,
24,"Y","15-49",1983,1408193.4082,
24,"N","15-49",1984,724248.914300001,
24,"Y","15-49",1984,1452432.5857,
24,"N","15-49",1985,762710.768099999,
24,"Y","15-49",1985,1496037.7319,
24,"N","15-49",1986,800131.030599999,
24,"Y","15-49",1986,1537910.4694,
24,"N","15-49",1987,836629.885800001,
24,"Y","15-49",1987,1577934.1142,
24,"N","15-49",1988,873859.951399998,
24,"Y","15-49",1988,1618542.0486,
24,"N","15-49",1989,912799.444499999,
24,"Y","15-49",1989,1660745.0555,
24,"N","15-49",1990,954005.611400001,
24,"Y","15-49",1990,1703848.3886,
24,"N","15-49",1991,997011.8675,
24,"Y","15-49",1991,1745338.1325,
24,"N","15-49",1992,1041945.6034,
24,"Y","15-49",1992,1785703.3966,
24,"N","15-49",1993,1089715.9983,
