"division_numeric_code","start_date","end_date","is_in_union","age_range","data_series_type","group_type_relative_to_baseline","contraceptive_use_modern","contraceptive_use_traditional","contraceptive_use_any","unmet_need_modern","unmet_need_any","is_pertaining_to_methods_used_since_last_pregnancy","pertaining_to_methods_used_since_last_pregnancy_reason","has_geographical_region_bias","geographical_region_bias_reason","has_non_pregnant_and_other_positive_biases","non_pregnant_and_other_positive_biases_reason","age_group_bias","modern_method_bias","has_traditional_method_bias","traditional_method_bias_reason","has_absence_of_probing_questions_bias","se_modern","se_traditional","se_unmet_need","se_log_r_modern_no_use","se_log_r_traditional_no_use","se_log_r_unmet_no_need","source_id","record_id","region_code","possible_outlier","possible_outlier_userinput"
404,2015.413699,2015.578082,"Y","15-49","PMA","MW",0.5930364117,0.02138814223,0.6151355016,,0.1647709217,"N",,"N","","N","","None","None","N","","N",0.016911854,0.004201663,0.010711559,0.070734271,0.202684657,0.07334298,"5768","Y_1618",,1,
404,2015.832877,2015.99726,"Y","15-49","PMA","MW",0.623,0.0235000000000001,0.6465,,0.168,"N",,"N","","N","","None","None","N","","N",0.014450869,0.006109029,0.010379752,0.063213087,0.294458082,0.077835337,"6037","Y_1685",,1,
404,2016.833333,2016.997268,"Y","15-49","PMA","MW",0.5987,0.0175,0.6162,,0.1524,"N",,"N","","N","","None","None","N","","N",0.014579981,0.00270171,0.011078696,0.061776606,0.173620298,0.093264763,"7484","Y_1807",,1,
404,2018.832877,2018.99726,"Y","15-49","PMA","MW",0.6069,0.0208000000000001,0.6277,,0.1382,"N",,"N","","N","","None","None","N","","N",0.012457061,0.002747216,0.008614291,0.055591998,0.150948151,0.080605053,"7720","Y_1900",,1,
404,2019.832877,2019.915068,"Y","15-49","PMA","MW",0.566729860649317,0.0300916604200126,0.596821521069329,,0.150133935069211,"N",,"N","","N","","None","None","N","","N",0.00885729987557676,0.00299301986788562,0.00609856863520741,0.0374644251853467,0.106582330291702,0.0326720374427627,"9019","Y_1982",,1,
404,2020.833,2020.997268,"Y","15-49","PMA","MW",0.607876406499587,0.0430324396752132,0.6509088461748,,0.125681374013955,"N",,"N","","N","","None","None","N","","N",0.00925817084982822,0.00386596729608656,0.00562271794806349,0.0417797642002451,0.100949063715617,0.0363101330100038,"NaN","new_951",,1,
404,2021.833,2021.99726,"Y","15-49","PMA","MW",0.607603137822271,0.0391698212410191,0.646772959063291,,0.142643910506424,"N",,"N","","N","","None","None","N","","N",0.00998643866509831,0.00377282541471255,0.0067487085518097,0.0423803635514025,0.101201175255367,0.0370913617955495,"NaN","new_953",,1,
404,2022.085,2022.578082,"Y","15-49","DHS","MW",0.569128018,0.056229885,0.625357903,,0.139304441,"N",,"N","","N","","None","None","N","","N",0.005731232,0.002983119,0.003896251,0.023949259,0.058807746,0.029894403,"","",,0,
408,1990,1992,"Y","15-49","National survey","MW",0.53,0.089,0.619,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"2807","Y_1040",,0,
408,1997,1997,"Y","15-49","National survey","MW",0.558,0.116,0.673,,,"N",,"Y","Data pertain to a sample of three provinces.","N","","+","None","N","","N",,,,,,,"2873","Y_1096",,1,
408,2002,2002,"Y","15-49","National survey","MW",0.582,0.104,0.686,,0.167,"N",,"N","","N","","+","None","N","","N",,,,,,,"2921","Y_1133",,1,
408,2004.535519,2004.606557,"Y","15-49","National survey","MW",0.563,0.114,0.676,,,"N",,"N","","N","","+","None","N","","N",,,,,,,"5374","Y_1493",,1,
408,2006.783562,2006.854795,"Y","15-49","National survey","MW",0.585,0.106,0.691,,0.158,"N",,"N","","Y","","+","None","N","","N",,,,,,,"5375","Y_1494",,1,
408,2010,2010,"Y","15-49","National survey","MW",0.653,0.06,0.706,,0.145,"N",,"N","","Y","","+","None","N","","N",,,,,,,"5467","Y_1536",,1,
408,2014.747945,2014.830137,"Y","15-49","National survey","MW",0.765,0.016,0.782,,0.07,"N",,"N","","N","","+","None","N","","N",,,,,,,"7002","Y_1744",,1,
408,2017.580822,2017.830137,"Y","15-49","MICS","MW",0.688,0.014,0.702,,0.066,"N",,"N","","N","","None","None","N","","N",,,,,,,"7572","Y_1841",,1,
410,1965,1965,"Y","15-49","National survey","MW",0.14,0.02,0.16,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"5164","Y_1450",,1,
410,1966,1966,"Y","15-49","National survey","MW",0.15,0.05,0.2,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"5165","Y_1451",,1,
410,1971,1971,"Y","15-49","National survey","MW",0.2006846384,0.04172015404,0.2424047925,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"124","Y_630",,1,
410,1974.580822,1974.99726,"Y","15-49","Other","MW",0.27,0.079,0.349,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"34","Y_1234",,0,
410,1976,1976,"Y","15-49","National survey","MW",,,0.442,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"5171","Y_1452",,1,
410,1979,1979,"Y","15-49","National survey","MW",0.431,0.114,0.545,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"4548","Y_1264",,1,
410,1982,1982,"Y","15-49","National survey","MW",0.474,0.103,0.577,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"2730","Y_983",,1,
410,1985,1985,"Y","15-49","National survey","MW",,,0.704,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"2755","Y_998",,1,
410,1988,1988,"Y","15-49","National survey","MW",,,0.771,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"2787","Y_1023",,1,
410,1991,1991,"Y","15-49","National survey","MW",0.695,0.099,0.794,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"2815","Y_1048",,1,
410,1994,1994,"Y","15-49","National survey","MW",,,0.774,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"2844","Y_1073",,1,
410,1997,1997,"Y","15-49","National survey","MW",,,0.805,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"2878","Y_1101",,1,
410,2000,2000,"Y","15-49","National survey","MW",,,0.793,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"3171","Y_1185",,1,
410,2003,2003,"Y","15-49","National survey","MW",,,0.845,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"3172","Y_1186",,1,
410,2005,2005,"Y","15-49","National survey","MW",,,0.802,,,"N",,"N","","N","","+","None","N","","N",,,,,,,"4979","Y_1336",,1,
410,2006,2006,"Y","15-49","National survey","MW",,,0.796,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"3173","Y_1187",,1,
410,2009,2009,"Y","15-49","National survey","MW",,,0.8,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"4980","Y_1337",,1,
410,2012,2012,"Y","15-49","National survey","MW",,,0.771,,,"N",,"N","","N","","+","None","N","","N",,,,,,,"7439","Y_1795",,1,
410,2015,2015,"Y","15-49","National survey","MW",,,0.796,,,"N",,"N","","N","","+","None","N","","N",,,,,,,"7440","Y_1796",,1,
410,2018,2018,"Y","15-49","National survey","MW",,,0.823,,,"N",,"N","","N","","+","None","N","","N",,,,,,,"7736","Y_1915",,1,
410,2021,2021,"Y","15-49","National survey","MW",0.6761,0.1661,0.8422,,0.0861,"N",,"N","","N","","+","None","N","","N",,,,,,,"9295","Y_1004",,1,
414,1984,1985,"Y","15-49","National survey","MW",0.373,0.017,0.39,,,"N",,"N","","Y","","None","None","N","","N",,,,,,,"2744","Y_992",,1,
414,1987,1987,"Y","15-49","Other","MW",0.317,0.029,0.346,,,"N",,"Y","Data pertain to nationals of the country.","N","","None","None","N","","Y",,,,,,,"185","Y_839",,1,
414,1994,1994,"Y","15-49","National survey","MW",0.474,0.025,0.498,,,"N",,"Y","Data pertain to Kuwait City and Jahra.","Y","","?","None","N","","N",,,,,,,"2840","Y_1069",,1,
414,1996,1996,"Y","15-49","Other","MW",0.409,0.093,0.502,,,"N",,"Y","Data pertain to nationals of the country.","N","","None","None","N","","N",,,,,,,"815","Y_1958",,1,
414,1999,1999,"Y","15-49","National survey","MW",0.393,0.129,0.52,,,"N",,"N","","Y","","None","None","N","","N",,,,,,,"2888","Y_1108",,1,
417,1997.580822,1997.912329,"Y","15-49","DHS","MW",0.4888308257,0.1065982331,0.5954290588,,0.1183612728,"N",,"N","","N","","None","None","N","","N",0.015949145,0.008052784,0.00762479,0.066950728,0.088121227,0.068457162,"1782","Y_774",,0,
417,2005.961644,2006.090411,"Y","15-49","MICS","MW",0.4572305384,0.02038054224,0.4776110807,,,"N",,"N","","N","","None","None","N","","Y",0.013957524,0.003338338,0,0.056771917,0.168821979,,"652","Y_1711",,1,
417,2012.581967,2012.997268,"Y","15-49","DHS","MW",0.3367072313,0.02621152052,0.3629187518,,0.1802110748,"N",,"N","","N","","None","None","N","","N",0.008105205,0.002689365,0.007063924,0.037256639,0.108244088,0.048627567,"5457","Y_1529",,0,
417,2014.309589,2014.493151,"Y","15-49","MICS","MW",0.3994052088,0.01978124329,0.4191864521,,0.1909589631,"N",,"N","","N","","None","None","N","","N",0.009884643,0.002218335,0.008104901,0.042019496,0.117617058,0.050768531,"5577","Y_1560",,1,
417,2018.665753,2018.871233,"Y","15-49","MICS","MW",0.377465172470073,0.0156547310170364,0.39311990348711,,0.1973471917,"N",,"N","","N","","None","None","N","","N",0.00993237290516606,0.00307470053934244,,0.0435464050815859,0.204026444210928,,"7582","Y_1851",,1,
417,2023.835616,2023.999,"Y","15-49","MICS","MW",0.345741715775368,0.0161058076096618,0.36184752338503,,0.224,"N",,"N",,"N",,"None","None","N",,"N",0.00950594019437305,0.0025956227251731,,0.0421479741309231,0.164297077428539,,,,,1,
418,1993.328767,1993.49589,"Y","15-49","National survey","MW",0.151,0.035,0.186,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"23","Y_948",,1,
418,1994.665753,1995.161644,"Y","15-49","National survey","MW",,,0.2,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"770","Y_1895",,1,
418,2000,2000,"Y","15-49","National survey","MW",0.289,0.032,0.322,,0.395,"N",,"N","","N","","None","None","Y","Traditional methods include folk methods.","N",,,,,,,"680","Y_1729",,1,
418,2005.747945,2005.830137,"Y","15-49","National survey","MW",0.35,0.034,0.384,,0.273,"N",,"N","","N","","None","None","N","","N",,,,,,,"4618","Y_1272",,1,
418,2011.665753,2012.161202,"Y","15-49","DHS","MW",0.426680544,0.0697814882,0.4964620322,,0.1993087309,"N",,"N","","N","","None","None","N","","N",0.006549734,0.002752868,0.004612437,0.028212915,0.045222128,0.026976573,"5062","Y_1390",,0,
418,2017.49589,2017.745205,"Y","15-49","MICS","MW",0.510401013425045,0.0523569735443647,0.562757986969409,,0.1330297503,"N",,"N","","N","","None","None","N","","Y",0.00607365800682235,0.00246914086699679,,0.02457544172649,0.0501263190494619,,"7348","Y_1772",,1,
418,2023.16438,2023.66575,"Y","15-49","MICS","MW",0.50350038625395,0.0269798560421753,0.530480242296125,,0.142,"N",,"N",,"N",,"None","None","N",,"Y",0.00574747564309862,0.00172192879710214,,0.0232604522399155,0.0663315594331126,,,,,1,
422,1971.468493,1971.720548,"Y","15-49","National survey","MW",,,0.53,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"804","Y_1951",,1,
422,1983.161644,1983.493151,"Y","15-49","Other","MW",0.467,0.151,0.617,,,"N",,"Y","Data pertain to South Lebanon.","N","","None","None","N","","N",,,,,,,"3174","Y_1188",,1,
422,1983.161644,1983.493151,"Y","15-49","Other","MW",0.307,0.379,0.688,,,"N",,"Y","Data pertain to West Bekaa.","N","","None","None","N","","N",,,,,,,"3174","Y_1189",,1,
422,1996,1996.245902,"Y","15-49","Other","MW",0.372,0.238,0.611,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"711","Y_1753",,0,
422,2000.833333,2000.997268,"Y","15-49","MICS","MW",0.404,0.222,0.627,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"1932","Y_900",,1,
422,2004.259563,2004.904372,"Y","15-49","Other","MW",0.342,0.238,0.58,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"2416","Y_955",,0,
422,2009.2,2009.953425,"Y","15-49","MICS","MW",0.468,0.077,0.545,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"4872","Y_1296",,1,
426,1977.246575,1977.99726,"Y","15-49","Other","MW",0.03,0.03,0.06,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"639","Y_1703",,1,
426,1991,1992,"Y","15-49","National survey","AL",0.189,0.043,0.232,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"2811","Y_1044",,1,
426,1995,1995,"Y","15-49","National survey","SA",,,0.286,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"5135","Y_1431",,1,
426,2000.163934,2000.412568,"Y","15-49","MICS","MW",0.2958454618,0.00846784864,0.3043133104,,,"N",,"N","","N","","None","None","N","","Y",,,,,,,"1920","Y_888",,1,
426,2001.361644,2001.493151,"Y","15-49","National survey","MW",0.361,0.045,0.406,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"1676","Y_668",,1,
426,2002,2002,"Y","15-49","National survey","MW",0.347,0.059,0.38,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"2923","Y_1135",,1,
426,2004.666667,2005.082192,"Y","15-49","DHS","MW",0.3517932121,0.02120860375,0.3730018159,,0.3098041271,"N",,"N","","N","","None","None","N","","N",0.008069487,0.001714796,0.006978255,0.047362651,0.126597663,0.047029051,"1808","Y_802",,0,
426,2009.747945,2010.082192,"Y","15-49","DHS","MW",0.4562331688,0.01405486362,0.4702880324,,0.2327867218,"N",,"N","","N","","None","None","N","","N",0.01088227,0.002245399,0.008719281,0.04351837,0.16004459,0.056131502,"4947","Y_1308",,0,
426,2011.290411,2011.375342,"Y","15-49","National survey","MW",0.6084445979,0.02578317257,0.6342277705,,,"N",,"N","","N","","?","None","N","","N",,,,,,,"5608","Y_1576",,1,
426,2014.665753,2014.99726,"Y","15-49","DHS","MW",0.5979442073,0.00356146248,0.6015056698,,0.1842795358,"N",,"N","","N","","None","None","N","","N",0.011310475,0.001187969,0.008193602,0.046976725,0.333779955,0.063222994,"5769","Y_1619",,0,
426,2018.246575,2018.745205,"Y","15-49","MICS","MW",0.645746329420227,0.00355940362286414,0.649305733043091,,0.1600816868,"N",,"N","","N","","None","None","N","","Y",0.0104786998704117,0.00107026638954721,,0.0463864714900584,0.303326244402133,,"7583","Y_1852",,1,
426,2023.906849,2024.163934,"Y","15-49","DHS","MW",0.652962322367753,0.0206116695927032,0.673573991960456,,0.125984711212959,"N",,"N",,"N",,"None","None","N",,"N",0.0105163799405775,0.00338676867588064,0.00770652790316767,0.0474974231269519,0.170494605457328,0.0511384826544388,,,,0,
428,1995.665753,1995.830137,"Y","15-49","Other","MW",0.5558698727,0.1230551627,0.6789250354,,0.168,"N",,"N","","N","","+","None","N","","Y",,,,,,,"2856","Y_1083",,1,
430,1986.084932,1986.578082,"Y","15-49","DHS","MW",0.05542273113,0.0087989368,0.06422166792,,0.328,"N",,"N","","N","","None","None","N","","N",,,,,,,"1802","Y_797",,1,
430,2006.915068,2007.326027,"Y","15-49","DHS","MW",0.1025945573,0.01188576723,0.1144803245,,0.3561084595,"N",,"N","","N","","None","None","N","","N",0.008301482,0.002042675,0.011018507,0.090758064,0.176193026,0.051892082,"647","Y_1708",,0,
430,2013.161644,2013.578082,"Y","15-49","DHS","MW",0.1906417996,0.01170940371,0.2023512033,,0.3110194771,"N",,"N","","N","","None","None","N","","N",0.012715764,0.004515029,0.01051697,0.084554117,0.396444119,0.050183478,"5469","Y_1537",,0,
430,2016.666667,2016.912568,"Y","15-49","National survey","AL",0.307,0.003,0.31,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"6077","Y_1689",,1,
430,2019.747945,2020.15847,"Y","15-49","DHS","MW",0.238651269470506,0.0108273004092393,0.249478569879745,,0.334374365826782,"N",,"N","","N","","None","None","N","","N",0.0108161668703405,0.00282687786548399,0.0126364142555754,0.0597050054798916,0.264682823029353,0.0346632717490191,"7832","Y_1928",,0,
434,1995,1995,"Y","15-49","Other","MW",0.257,0.196,0.452,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"757","Y_1839",,0,
434,2003.49589,2003.663014,"Y","15-49","MICS","MW",0.237,0.208,0.445,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"7537","Y_1837",,1,
434,2007.328767,2007.830137,"Y","15-49","Other","MW",0.204,0.215,0.419,,0.27,"N",,"N","","N","","None","None","N","","N",,,,,,,"4527","Y_1259",,0,
434,2014,2014,"Y","15-49","Other","MW",0.163,0.114,0.277,,0.402,"N",,"N","","N","","None","None","N","","N",,,,,,,"7050","Y_1750",,0,
440,1994.747945,1995.99726,"Y","15-49","Other","MW",0.3315158124,0.1755725191,0.5070883315,,0.18,"N",,"N","","N","","+","None","N","","Y",,,,,,,"2841","Y_1070",,1,
440,2006.246575,2006.994521,"Y","15-49","Other","MW",0.523,0.128,0.651,,,"N",,"N","","N","","+","+","N","","Y",,,,,,,"5438","Y_1517",,1,
440,2009.452055,2009.953425,"Y","15-49","Other","MW",0.5135951662,0.1722054381,0.6858006042,,,"N",,"N","","N","","+","-","N","","Y",,,,,,,"5763","Y_1613",,1,
450,1992.330601,1992.912568,"Y","15-49","DHS","MW",0.05125120848,0.115939322,0.1671905305,,0.3231445126,"N",,"N","","N","","None","None","N","","N",0.005046458,0.008698574,0.010244804,0.108461796,0.087682376,0.05275803,"1708","Y_700",,0,
450,1997.665753,1997.99726,"Y","15-49","DHS","MW",0.09749364996,0.09699119464,0.1944848446,,0.276610058,"N",,"N","","N","","None","None","N","","N",0.008323534,0.006652886,0.008321715,0.095215193,0.076484427,0.0450506,"1729","Y_718",,0,
450,1999,1999,"Y","15-49","National survey","MW",0.129,0.121,0.25,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"3179","Y_1190",,1,
450,2000.590164,2000.775956,"Y","15-49","MICS","MW",0.118,0.069,0.187,,,"N",,"N","","N","","None","None","N","","N",0,0,0,,,,"1891","Y_867",,1,
450,2003.832877,2004.245902,"Y","15-49","DHS","MW",0.183087983,0.08829652923,0.2713845123,,0.2448411929,"N",,"N","","N","","None","None","N","","N",0.012858724,0.008028428,0.009799823,0.090701746,0.106839123,0.052994581,"1734","Y_724",,0,
450,2008.833333,2009.663014,"Y","15-49","DHS","MW",0.2913449521,0.1079452922,0.3992902442,,0.1898405826,"N",,"N","","N","","None","None","N","","N",0.007698704,0.004571266,0.005318218,0.03917202,0.050242576,0.035989978,"4691","Y_1282",,0,
450,2012,2013,"Y","15-49","National survey","MW",0.333,0.064,0.398,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"7412","Y_1785",,1,
450,2017.454795,2017.6,"Y","15-49","National survey","MW",0.389,0.09,0.479,,0.164,"N",,"N","","N","","None","None","N","","N",,,,,,,"7650","Y_1874",,1,
450,2018.580822,2018.912329,"Y","15-49","MICS","MW",0.404979875035625,0.0389086091465471,0.443888484182172,,0.153,"N",,"N","","N","","None","None","N","","N",0.008243594473338,0.00333708934731665,,0.0343735651462134,0.0897106708758424,,"7586","Y_1854",,1,
450,2021.162,2021.326027,"Y","15-49","DHS","MW",0.42739096675535,0.0699022531911449,0.497293219946495,,0.146153771220313,"N",,"N","","N","","None","None","N","","N",0.00771519178871343,0.00378860993893682,0.00430987525293078,0.0318510595537261,0.058760075115152,0.0242221942593313,"7833","Y_1929",,0,
454,1984.330601,1984.494536,"Y","15-49","National survey","MW",0.032,0.037,0.069,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"712","Y_1754",,1,
454,1992.666667,1992.912568,"Y","15-49","DHS","MW",0.07359563263,0.05647148471,0.1300671173,,0.3651506943,"N",,"N","","N","","None","None","N","","N",0.00576808,0.004788354,0.009935008,0.084788193,0.090063398,0.046281492,"1834","Y_825",,0,
454,1996.415301,1996.830601,"Y","15-49","National survey","MW",0.144,0.075,0.219,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"4952","Y_1313",,1,
454,2000.497268,2000.912568,"Y","15-49","DHS","MW",0.2611808377,0.04531093682,0.3064917745,,0.2994619779,"N",,"N","","N","","None","None","N","","N",0.007607657,0.002705242,0.006016694,0.038856214,0.060504204,0.029104999,"1833","Y_824",,0,
454,2004.748634,2005.082192,"Y","15-49","DHS","MW",0.2814600793,0.04325035899,0.3247104383,,0.3029757396,"N",,"N","","N","","None","None","N","","N",0.006930458,0.003371356,0.006383253,0.034720692,0.082502286,0.033426806,"1885","Y_862",,0,
454,2006.534247,2006.871233,"Y","15-49","MICS","MW",0.3863413272,0.0238214368,0.410162764,,,"N",,"N","","N","","None","None","N","","Y",0.006235768,0.001621813,0,0.026229309,0.06921681,,"1845","Y_836",,1,
454,2010.413699,2010.912329,"Y","15-49","DHS","MW",0.4223590994,0.0387493515,0.4611084509,,0.261975872,"N",,"N","","N","","None","None","N","","N",0.007320586,0.002282249,0.00519782,0.03039161,0.061982066,0.031209553,"4692","Y_1283",,0,
454,2013.832877,2014.320548,"Y","15-49","MICS","MW",0.5735197492,0.01247847396,0.5859982232,,0.1943945176,"N",,"N","","N","","None","None","N","","Y",0.005865323,0.002282069,0.00494642,0.024045286,0.186432493,0.039817284,"5582","Y_1564",,1,
454,2015.747945,2016.161202,"Y","15-49","DHS","MW",0.5805745743,0.01163213868,0.592206713,,0.1867440663,"N",,"N","","N","","None","None","N","","N",0.005679759,0.001020871,0.004149123,0.023691799,0.090498419,0.030695284,"5952","Y_1649",,0,
454,2019.964384,2020.63388,"Y","15-49","MICS","MW",0.647355443288506,0.00877578958457176,0.656131232873078,,0.154,"N",,"N","","N","","None","None","N","","N",0.00577129551696339,0.000938450338427809,,0.0256957295380759,0.110040127750439,,"NaN","new_1088",,1,
458,1966,1967,"Y","15-49","National survey","MW",0.062,0.025,0.087,,,"N",,"Y","Data pertain to Peninsular Malaysia.","N","","?","None","N","","N",,,,,,,"5137","Y_1432",,1,
458,1974,1974,"Y","15-49","Other","MW",0.237,0.093,0.33,,,"N",,"Y","Data pertain to Peninsular Malaysia.","N","","None","None","N","","N",,,,,,,"16","Y_655",,1,
458,1984.863388,1985.060274,"Y","15-49","National survey","MW",0.298,0.217,0.514,,,"N",,"Y","Data pertain to Peninsular Malaysia.","N","","None","None","N","","N",,,,,,,"2745","Y_993",,1,
458,1988,1988,"Y","15-49","National survey","MW",0.314,0.17,0.483,,,"N",,"Y","Data pertain to Peninsular Malaysia.","N","","None","None","N","","N",,,,,,,"2784","Y_1020",,1,
458,1994,1994,"Y","15-49","National survey","MW",0.304,0.247,0.551,,,"N",,"Y","Data pertain to Peninsular Malaysia.","N","","None","None","N","","N",,,,,,,"2842","Y_1071",,1,
458,2004.497268,2004.830601,"Y","15-49","National survey","MW",0.323,0.167,0.49,,,"N",,"Y","Data pertain to Peninsular Malaysia.","N","","None","None","N","","N",,,,,,,"3184","Y_1191",,1,
458,2014.665753,2015.082192,"Y","15-49","National survey","MW",0.343,0.179,0.522,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"5770","Y_1620",,0,
458,2022.60273972603,2022.8301369863,"Y","15-49","National survey","MW",0.345,0.083,0.428,,0.267,"N",,"N","","N","","None","None","N","","Y",,,,,,,"9301","Y_738",,0,
462,1991,1991,"Y","15-49","National survey","MW",0.19,0.1,0.29,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"2812","Y_1045",,1,
462,1999,1999,"Y","15-49","National survey","MW",0.33,0.09,0.42,,,"N",,"N","","N","","None","None","N","","Y",,,,,,,"2889","Y_1109",,1,
462,2004,2004,"Y","15-49","National survey","MW",0.34,0.05,0.39,,,"N",,"N","","N","","None","None","N","","Y",,,,,,,"2936","Y_1144",,1,
462,2009,2009.830137,"Y","15-49","DHS","MW",0.2697494917,0.07759287264,0.3473423644,,0.2863409302,"N",,"N","","N","","None","None","N","","N",0.007420943,0.004266285,0.007042801,0.038551853,0.061042989,0.036698207,"4699","Y_1288",,0,
462,2016.497268,2017.90411,"Y","15-49","DHS","MW",0.1480582872,0.03953452094,0.1875928082,,0.31399112,"N",,"N","","N","","None","None","N","","N",0.006903034,0.003971565,0.008453527,0.055332743,0.105681269,0.040235787,"5953","Y_1650",,0,
466,1987.161644,1987.663014,"Y","15-49","DHS","MW",0.01284458372,0.03348988111,0.04633446483,,0.229,"N",,"N","","N","","None","None","N","","N",,,,,,,"1784","Y_776",,1,
466,1995.832877,1996.412568,"Y","15-49","DHS","MW",0.04482200192,0.02248686923,0.06730887115,,0.2748583847,"N",,"N","","N","","None","None","N","","N",0.003263761,0.002097107,0.007427166,0.077084833,0.096716164,0.038506962,"1715","Y_706",,0,
466,2001,2001.410959,"Y","15-49","DHS","MW",0.06978909793,0.01095141002,0.08074050795,,0.2962667443,"N",,"N","","N","","None","None","N","","N",0.004241218,0.001496059,0.007563459,0.065455579,0.138453974,0.038804811,"1714","Y_705",,0,
466,2006.328767,2006.99726,"Y","15-49","DHS","MW",0.06877334271,0.01365025202,0.08242359473,,0.2758883782,"N",,"N","","N","","None","None","N","","N",0.004306115,0.001682574,0.006507972,0.068014194,0.126929397,0.035374361,"1682","Y_675",,0,
466,2009,2010,"Y","15-49","MICS","MW",0.09002794057,0.00796142272,0.09798936329,,,"N",,"N","","N","","None","None","N","","Y",0.00341609768991085,0.000853092541733156,0.00455835452787258,0.0418318022194238,0.108518123955106,0.0217586651863672,"5011","Y_748",,1,
466,2012.86612,2013.09589,"Y","15-49","DHS","MW",0.09891482292,0.00453393164,0.1034487546,,0.2600328418,"N",,"N","","N","","None","None","N","","N",0.005251077,0.000701,0.007100628,0.058924164,0.155399841,0.038944211,"5460","Y_1532",,0,
466,2015.547945,2015.80274,"Y","15-49","MICS","MW",0.151058324387159,0.00426718503251314,0.1557167488871,,0.3068040516,"N",,"N","","N","","None","None","N","","N",0.00619309160064894,0.000686428754577395,,0.0483878111655935,0.162279350126558,,"5677","Y_1598",,1,
466,2018.594521,2018.879452,"Y","15-49","DHS","MW",0.164,0.008,0.172,,0.239,"N",,"N","","N","","None","None","N","","N",0.007310226,0.001213922,0.006749434,0.053583246,0.142446465,0.038398974,"7626","Y_1866",,0,
466,2023.936986,2024.238356,"Y","15-49","DHS","MW",0.209,0.013,0.222,,0.251,"N",,"N",,"N",,"None","None","N",,"N",,,,,,,,,,0,
470,1971,1971,"Y","15-49","National survey","MW",,,0.87,,,"N",,"N","","N","","+","None","N","","Y",,,,,,,"5140","Y_1433",,1,
470,1993,1993,"Y","15-49","National survey","MW",,,0.858,,,"N",,"N","","N","","+","None","N","","Y",,,,,,,"3204","Y_1193",,1,
474,1976.084699,1976.254098,"Y","15-49","National survey","AL",0.273,0.082,0.355,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"3207","Y_1194",,1,
478,1981.246575,1981.912329,"Y","15-49","Other","MW",0.003,0.005,0.008,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"183","Y_820",,1,
478,1990,1991.99726,"Y","15-49","Other","MW",0.013,0.028,0.041,,,"N",,"N","","N","","None","None","N","","N",,,,,,,"37","Y_1235",,1,
478,2000.581967,2001.326027,"Y","15-49","DHS","MW",0.05442855264,0.02538741881,0.07981597144,,0.3207524625,"N",,"N","","N","","None","None","N","","N",0.006253012,0.00356095,0.011895381,0.121496025,0.143862929,0.056671019,"1853","Y_843",,0,
478,2007.328767,2007.745205,"Y","15-49","MICS","MW",0.08,0.013,0.093,,0.246,"N",,"N","","N","","None","None","N","","Y",0,0,0,,,,"2443","Y_956",,1,
478,2011.46849315068,2011.7698630137,"Y","15-49","MICS","MW",0.1,0.015,0.114,,0.311,"N",,"N","","N","","None","None","N","","Y",0.00344352463913436,0.00183102036494681,0.00681113345046574,0.0783807700369475,0.132696067452397,0.0302217252067319,"5012","Y_759",,1,
